taxonID,locality,countryCode,occurrenceStatus,establishmentMeans,degreeOfEstablishment,pathway,eventDate,source,occurrenceRemarks
alien_species_cyprus:taxon:058257000782fd01f5925f82ed23c3cb,Cyprus,CY,present,introduced,invasive,horticulture,1997/2025,Hadjikyriakou G (2007) Contribution to the study of the flora of Cyprus 7 [Συμβολή στη μελέτη της χλωρίδας της Κύπρου 7]. Dasoponos 30: 7-10.Hand R (2019) Further noteworthy records of vascular plants in Cyprus (1997–2018) and some status clarifications. Cypricola 12: 1-17.EASIN (2023) European Commission Joint Research Centre: European Alien Species Information Network (EASIN). https://easin.jrc.ec.europa.eu/,Date of last observation based on iNaturalist observation: https://www.inaturalist.org/observations/269358082
alien_species_cyprus:taxon:058257000782fd01f5925f82ed23c3cb,Cyprus,CY,present,introduced,invasive,ornamentalNonHorticulture,1997/2025,Hadjikyriakou G (2007) Contribution to the study of the flora of Cyprus 7 [Συμβολή στη μελέτη της χλωρίδας της Κύπρου 7]. Dasoponos 30: 7-10.Hand R (2019) Further noteworthy records of vascular plants in Cyprus (1997–2018) and some status clarifications. Cypricola 12: 1-17.EASIN (2023) European Commission Joint Research Centre: European Alien Species Information Network (EASIN). https://easin.jrc.ec.europa.eu/,Date of last observation based on iNaturalist observation: https://www.inaturalist.org/observations/269358082
alien_species_cyprus:taxon:05a2edbc5224f8ec53f35703f8a3a7dc,Cyprus,CY,present,uncertain,casual,parasitesOnAnimals,1939/1939,"Gambles, R. M. 1939. A list of parasites recorded from the domestic and wild animals and birds of Cyprus. Cyprus Agricultural Journal 34: 29-32.","Date of first and last observation unavailable, earliest publication date used."
alien_species_cyprus:taxon:05c9ce8c4bb31f075ee0e9277d27459f,Cyprus,CY,doubtful,introduced,casual,ornamentalNonHorticulture,1938/1938,"Meikle RD (1985) Flora of Cyprus, Vol. 2.",
alien_species_cyprus:taxon:05e2135f06e507c66139910215648b24,Cyprus,CY,present,introduced,casual,agriculture,1787/1994,"Meikle RD (1977) Flora of Cyprus, Vol. 1.Georgiades C (1995) Η επιγενής χλωρίδα της Κύπρου. Ταξινομική, χλωριδικά, φυτογεωγραφική, οικοφυσιολογική μελέτη. [The adventive flora of Cyprus, taxonomic, floristic, phytogeographic, ecophysiological study]. Ph.D. Thesis, Athens University.Chrtek J, Slavík B (1981) Contribution to the flora of Cyprus. Preslia 53: 45-65.",
alien_species_cyprus:taxon:0643fbc84edb3b65d401bb6bd1177681,Cyprus,CY,present,uncertain,,transportationHabitatMaterial,1990/2018,"Georgiades C (1995) Η επιγενής χλωρίδα της Κύπρου. Ταξινομική, χλωριδικά, φυτογεωγραφική, οικοφυσιολογική μελέτη. [The adventive flora of Cyprus, taxonomic, floristic, phytogeographic, ecophysiological study]. Ph.D. Thesis, Athens University.Hand R, Hadjikyriakou GN, Christodoulou CS (Eds) (2011) – (continuously updated) Flora of Cyprus – a dynamic checklist. Published at http://www.flora-of-cyprus.eu/; accessed 30th November 2022. https://www.flora-of-cyprus.eu/cdm_dataportal/taxon/534b8019-c3b6-4955-84d6-6d6cd8f76958",Date of last observation based on iNaturalist observation: https://www.inaturalist.org/observations/17832063
alien_species_cyprus:taxon:0643fbc84edb3b65d401bb6bd1177681,Cyprus,CY,present,uncertain,,seedContaminant,1990/2018,"Georgiades C (1995) Η επιγενής χλωρίδα της Κύπρου. Ταξινομική, χλωριδικά, φυτογεωγραφική, οικοφυσιολογική μελέτη. [The adventive flora of Cyprus, taxonomic, floristic, phytogeographic, ecophysiological study]. Ph.D. Thesis, Athens University.Hand R, Hadjikyriakou GN, Christodoulou CS (Eds) (2011) – (continuously updated) Flora of Cyprus – a dynamic checklist. Published at http://www.flora-of-cyprus.eu/; accessed 30th November 2022. https://www.flora-of-cyprus.eu/cdm_dataportal/taxon/534b8019-c3b6-4955-84d6-6d6cd8f76958",Date of last observation based on iNaturalist observation: https://www.inaturalist.org/observations/17832063
alien_species_cyprus:taxon:067f5ea8ee682ac1590a4b4e6081160a,Cyprus,CY,present,uncertain,casual,,1970/1970,"Meikle RD (1985) Flora of Cyprus, Vol. 2.Hand R, Hadjikyriakou GN, Christodoulou CS (Eds) (2011) – (continuously updated) Flora of Cyprus – a dynamic checklist. Published at http://www.flora-of-cyprus.eu/; accessed 22nd May 2020. https://www.flora-of-cyprus.eu/cdm_dataportal/taxon/04251008-6af4-4ec4-b754-81a327a351afChristofides Y (2017) Illustrated flora of Cyprus. Yiannis Christofides, Cyprus, 383 pp.",
alien_species_cyprus:taxon:06cbbd5c25d8ebf52b45326721af6117,Cyprus,CY,present,introduced,casual,contaminantNursery,1979/1992,Antoniou M (1981) A nematological survey of vineyards in Cyprus. Nematologia Mediterranea 9 : 133-137.EASIN (2023) European Commission Joint Research Centre: European Alien Species Information Network (EASIN). https://easin.jrc.ec.europa.eu/; Philis J (1993) Distribution and ecology of Xiphinema index in Cyprus. Nematol. medit. 139-142.,
alien_species_cyprus:taxon:06cbbd5c25d8ebf52b45326721af6117,Cyprus,CY,present,introduced,casual,parasitesOnPlants,1979/1992,Antoniou M (1981) A nematological survey of vineyards in Cyprus. Nematologia Mediterranea 9 : 133-137.EASIN (2023) European Commission Joint Research Centre: European Alien Species Information Network (EASIN). https://easin.jrc.ec.europa.eu/; Philis J (1993) Distribution and ecology of Xiphinema index in Cyprus. Nematol. medit. 139-142.,
alien_species_cyprus:taxon:06f68884c2b28e09ac3f6e2c99d03b56,Cyprus,CY,present,introduced,widespreadInvasive,containerBulk,1937/2024,"Morris HM (1937) Injurious insects of Cyprus. Agricultural Department of Cyprus, Bulletin 4 (Ent. Ser. ) 21 pp.","Date of first observation not known, earliest known publication year used. Date of last observation obtained by iNaturalist: https://www.inaturalist.org/observations/250143644"
alien_species_cyprus:taxon:06f68884c2b28e09ac3f6e2c99d03b56,Cyprus,CY,present,introduced,widespreadInvasive,hitchhikersShip,1937/2024,"Morris HM (1937) Injurious insects of Cyprus. Agricultural Department of Cyprus, Bulletin 4 (Ent. Ser. ) 21 pp.","Date of first observation not known, earliest known publication year used. Date of last observation obtained by iNaturalist: https://www.inaturalist.org/observations/250143644"
alien_species_cyprus:taxon:06f68884c2b28e09ac3f6e2c99d03b56,Cyprus,CY,present,introduced,widespreadInvasive,people,1937/2024,"Morris HM (1937) Injurious insects of Cyprus. Agricultural Department of Cyprus, Bulletin 4 (Ent. Ser. ) 21 pp.","Date of first observation not known, earliest known publication year used. Date of last observation obtained by iNaturalist: https://www.inaturalist.org/observations/250143644"
alien_species_cyprus:taxon:06f68884c2b28e09ac3f6e2c99d03b56,Cyprus,CY,present,introduced,widespreadInvasive,vehicles,1937/2024,"Morris HM (1937) Injurious insects of Cyprus. Agricultural Department of Cyprus, Bulletin 4 (Ent. Ser. ) 21 pp.","Date of first observation not known, earliest known publication year used. Date of last observation obtained by iNaturalist: https://www.inaturalist.org/observations/250143644"
alien_species_cyprus:taxon:070d42ed16e18f6bfff1f4f10a11d6d0,Cyprus,CY,present,uncertain,casual,parasitesOnPlants,1955/1955,"Georghiou GP (1960) Plant feeding mites of Cyprus. FAO Plant Protection Bulletin 7 153−160.Negm MW, Alsharhi M (2018) The tomato russet mite, Aculops lycopersici (Tryon 1917) (Acari: Trombidiformes: Eriophyidae), is recorded for the first time in Yemen. Journal International Journal of Acarology 44(1): 46-48.NPPO of Cyprus (2011-06).EASIN (2023) European Commission Joint Research Centre: European Alien Species Information Network (EASIN). https://easin.jrc.ec.europa.eu/",Date of first and last observation unavailable
alien_species_cyprus:taxon:080743ba20532acbf4804dba73025c99,Cyprus,CY,present,introduced,,unaided,1997/2025,"Kaya M, Bilecenoglu M, Golani D (2000) New record of a Lessepsian migrant Pteragogus pelycus Randall, 1981 (Teleostei: Labridae) for northern Cyprus. Zoology in the Middle East 20(1): 65-68. https://doi.org/10.1080/09397140.2000.10637814Katsanevakis S, Tsiamis K, Ioannou G, Michailidis N, Zenetos A (2009) Inventory of alien marine species of Cyprus (2009). Mediterranean Marine Science 10(2): 109-134. https://doi.org/10.12681/mms.113Yalgın F, Türker A (2023) Determination of fish diversity in the northern coasts of Cyprus (eastern Mediterranean) by visual census method. Marine Science and Technology Bulletin 12(1): 111-122. https://doi.org/10.33714/masteb.1232007",Date of last observation based on iNaturalist observation: https://www.inaturalist.org/observations/320227552
